household_id,city,occupants,income_bracket,home_size_sqft,has_solar_panel,daily_kwh,thermostat_setting,avg_temp,month
28db54e9-7157-4b4c-a25c-e3456f34f556,Jacquelineside,5,Low,1860,0,27.85,76.0,34.8,9
722cf506-c08f-48e5-9105-99cd49176508,Fieldsmouth,5,Medium,2491,0,43.02,71.0,19.6,6
0bf3beac-92c7-4d29-a0b7-9bdeb6147d16,New Johnstad,3,Medium,2472,0,34.55,70.0,17.9,10
f0413d0e-7bb8-4427-9ff7-0e8d7fdc64d3,Ivanport,5,Low,1201,0,32.77,75.0,24.4,5
55c0b36e-84f1-433e-9f33-c9cfbf2ac413,Lake Whitneystad,1,Low,1401,1,29.78,72.0,25.4,10
49a495d1-bbab-4da4-88dc-074b1717f09d,West Haley,5,Medium,1017,1,41.48,76.0,18.5,9
485866b7-2f44-42d3-a1e3-2704673adad6,Lake Mistyshire,3,Medium,985,0,33.53,68.0,22.0,2
d86e284c-f2b9-4c80-8dc2-382106c4856a,South Kimberly,4,Low,1087,1,25.59,60.0,20.9,2
87ad3ff8-69ff-4952-9c22-31e58994bfd6,Jasonchester,5,High,887,1,26.61,77.0,29.8,11
dd6c184d-eace-4a4e-b69e-21b2f6a8edb8,Wyattton,2,Medium,2983,1,36.78,62.0,24.8,4
d4b334d9-5398-4e1f-af3e-b8b4c8b390f7,Jenningsfort,1,Medium,954,0,20.53,70.0,30.5,4
0faf6ad4-06ec-4f96-a048-779e8c793804,Phillipville,1,Medium,1019,0,26.67,70.0,16.8,10
3691bed9-165d-4590-98f1-c52fa32aaaa6,Smithshire,2,High,2282,1,25.3,74.0,21.3,10
2bfdfff0-f107-4af3-97c6-345ce3fddfd2,Cristianton,2,Low,1121,1,26.6,62.0,21.0,10
5cb88010-2977-472c-a348-a9c0e1e407cd,East Michelleborough,5,Low,1640,1,27.01,66.0,24.2,4
ccd6fa18-7bd5-43e2-a3df-23b75568eeff,Lake Robertview,2,Medium,2385,1,28.53,60.0,23.1,5
ca5b3697-54b4-445a-be6c-8e7a5c2807c0,Port Julia,4,Medium,2636,0,27.16,75.0,20.2,11
16156f55-215e-429e-99fd-a5b77f8a074a,Lake Aimeeshire,3,Low,2934,0,47.63,69.0,31.4,3
e57b037d-7080-4e45-b58b-a8991a918ad5,Katiehaven,2,High,2368,1,24.31,74.0,33.1,2
809123ca-48d1-414c-bcc7-d8b8e4964065,Hancockshire,2,Medium,2988,0,30.71,64.0,30.5,12
97c0ba65-5872-4ecd-a6aa-88197572bc42,Lake Kelly,4,Low,2559,0,28.31,61.0,29.0,4
31eb6319-558c-4a51-ab20-00dd7f7f4a7f,East Carlos,1,Low,1424,0,49.15,64.0,26.8,11
86560ec2-6caf-4557-ac23-5565dea4b924,West Samuelbury,1,Low,1152,0,36.31,70.0,21.7,11
d42b0af3-2ed4-4606-bd9b-6eda0053a05f,New Michelleville,5,Medium,1828,0,38.37,64.0,33.4,9
34ad214c-c30d-4f50-b303-0084fd9edfd5,North Jamesburgh,4,High,2157,1,19.77,60.0,28.0,12
dadb2793-8840-4232-a2cf-6b952b352fde,Robertsonmouth,3,Medium,1274,0,30.79,69.0,32.8,4
1cce2d4b-0281-4a65-8b89-db1c1c756a59,Mariafort,3,High,2809,1,20.69,61.0,24.1,11
ebab5b71-3eea-4e19-add8-b2a7fcfaa179,Thomasstad,4,High,1727,1,19.03,78.0,23.2,10
f893a25d-13a8-4fc0-93de-0f1251c8fafc,Matthewtown,3,Medium,829,0,33.47,70.0,16.5,12
515f6c83-594e-4a56-bb6b-4dc578f85165,Lake Stephen,1,Medium,1294,0,24.07,77.0,21.7,10
8baef7cd-c2ee-4b76-a18a-4c076b078d0b,South Elizabethborough,3,Medium,1187,0,44.7,62.0,22.7,1
174a7bcd-87a7-4f96-8e4c-2a066ea7214e,Bishopmouth,3,Medium,1672,1,22.52,69.0,24.9,11
5eb463ec-5946-4387-92ab-ba584852113d,New Kimberly,4,Low,1634,0,37.01,66.0,24.5,12
8db1469f-1ea5-4579-80f8-8c996223ef34,East David,4,Medium,1429,1,23.79,60.0,33.4,10
08652d27-f44c-408e-affb-e5278f47e61b,Colemanbury,3,Low,829,0,33.19,,25.1,12
43e5e592-b94b-4ba4-a179-5c170e1ac231,Port Markberg,2,High,1606,1,31.895999999999997,64.0,31.9,8
f16b50e4-8370-4d84-9ce2-a7dd3c698677,New Darrellbury,4,High,2632,0,17.73,60.0,17.6,3
7f7d3fbd-dc00-4123-b065-7b41c332b1a9,Port Sandra,5,Low,2110,1,21.44,76.0,26.4,1
e77c3b1b-77fd-4fda-a739-1c66931e5096,North Lori,5,Low,2768,0,40.14,73.0,25.8,1
5ae6ec76-935e-4ce5-a1a6-d7a95f1cbc55,New Laura,1,Medium,2760,0,40.18,63.0,18.1,5
c6f383ad-5e77-453e-af06-6d6ff44583fa,West Jonborough,3,Medium,1043,0,45.64,75.0,19.9,11
b300e37b-e04f-4921-8431-4b7aad6242a1,Baileyberg,2,Low,1020,0,45.9,66.0,25.0,4
39061a42-38c6-4d19-bcc7-71d709c43d0d,Lake Kevinchester,1,Medium,1979,1,60.768,60.0,25.4,7
f536ca6a-24c2-4a6e-b911-8ecc4477b4fa,East Jamesshire,3,Low,2206,0,32.832,65.0,33.0,7
37aaefc3-4616-4863-ab77-71b8e9a8d8cb,Lake Shawn,4,Low,2571,0,28.27,73.0,18.3,9
03a17fef-2663-424f-92ca-9b31432862b2,South Andre,5,Low,2143,0,31.28,63.0,21.1,12
63d44016-91a3-4679-a12a-253c62c1e06e,Lake Jacobport,2,Low,1330,0,36.75,74.0,19.8,11
ba4ed1df-369f-4f46-8d41-a73020ebe959,Adamview,5,Medium,2961,0,31.53,70.0,30.7,3
d7960a86-f3e3-4d47-9a1c-28d7df4350df,Katieburgh,4,High,824,1,19.39,77.0,19.3,10
3739f8f7-9e8f-49cd-acee-306e0c7e4cc5,Johnstonstad,3,Medium,1944,0,19.32,61.0,33.0,10
efd3db57-5cc1-47b4-adb0-742f08d3d0b0,Susanhaven,4,Medium,2565,1,20.38,65.0,33.6,11
6785c544-816a-42aa-9d42-05e52e38259e,Cristiantown,4,Low,1657,0,41.85,75.0,17.2,2
208b86f9-7171-479e-9b6f-5f3b3629dc38,East Christineborough,5,Medium,1826,1,46.48,73.0,19.3,1
a83f2101-f07c-46b0-a955-f67e738963e1,Jenningsfurt,2,Low,1697,1,43.37,72.0,22.7,2
d6adc7dd-8946-47f4-9997-a7577ea99eec,East Christopher,4,Medium,1572,0,23.68,71.0,32.3,2
4f8d6338-fe4e-4b47-8ea9-f6e7f7d8182d,Port Amyborough,5,High,819,1,32.891999999999996,78.0,17.4,6
cf5bf57a-e063-4fd4-9329-7310e2e09bfb,North Michael,2,Low,2027,1,34.76,71.0,21.9,1
37cc24f1-a464-41e7-b9f3-099f29477dc1,Angelicamouth,3,Medium,1605,1,51.467999999999996,61.0,29.0,8
5390250f-50f3-4863-a84d-b93a74fa2e35,East Luisborough,3,Low,2180,0,25.57,68.0,29.5,5
3dfa9ca5-76a2-45c0-801d-b8344bae42ea,Cohenmouth,1,Low,2975,0,35.59,68.0,22.1,1
0ff4d48e-fe34-4a8c-b64b-3ac4595be328,Mariamouth,5,Low,1680,0,30.2,75.0,34.3,12
077b3cc4-6650-4e1e-8fbb-ce33459d7d6a,Reedport,2,Low,2133,0,57.779999999999994,67.0,22.0,7
9a7e38cb-c9c7-4d73-a75d-8cfddb08b450,New Sarah,4,Low,2484,1,40.404,64.0,27.3,8
0f804634-75bc-446b-a8af-08646fd1bb4c,Christianberg,3,Low,2405,0,44.02,69.0,27.3,12
48e06190-61f0-438c-9fd6-e8dcbc33fa5e,Fletcherville,2,Medium,1907,1,39.31,65.0,31.0,1
20fcab20-e943-4031-84c1-4f85e9fd236d,New Pamelaberg,5,Low,1243,0,23.37,63.0,22.1,2
2756f3b9-4bbe-44a5-ad1f-713d5f90894e,Joseville,1,Medium,2842,0,36.84,60.0,23.2,9
d400a893-ec13-4511-b267-389683e6caff,Ryanborough,3,High,2028,1,23.06,68.0,23.4,10
62db1cb4-6f8d-4962-bd2c-50fb58e30250,Lake Kevin,2,Medium,2311,0,43.1,67.0,16.2,2
5ff86a5e-c81f-4d02-90c4-e87c1cea4b10,Wileychester,2,Low,1578,1,30.31,62.0,29.7,12
f7d75d91-594e-46e3-b221-25c1d80f3dbc,West Dianaville,2,Low,2546,0,46.05,60.0,30.4,12
96a631a6-df57-4da0-b588-f64bb11e0009,New Dawnfurt,5,High,2678,0,28.32,72.0,31.4,7
753054fb-a9eb-4dd1-85e9-1d5ba0686038,New Andreaview,5,Medium,1854,1,20.98,77.0,29.3,4
6f95419d-c501-4a9c-b308-843c9956848a,East Vanessa,5,Medium,1220,0,49.596,71.0,26.9,8
799e9d75-2316-402b-b847-c935b59ac768,New Alexis,4,Low,2651,0,47.39,70.0,26.3,9
7295ed86-400d-42ce-8d78-c1d03dfa2758,Shawnchester,2,Medium,2908,1,48.456,74.0,27.9,8
3641df21-ae10-4235-9002-2130042766cf,South Angela,3,Low,1378,0,31.2,77.0,15.2,4
799047b8-ce2b-4813-8836-66b5640be36f,Burnettville,5,High,2049,1,22.44,71.0,24.0,2
791e95fb-0452-431b-a23c-54bb6a9d3a04,Donaldshire,5,High,2786,0,20.56,64.0,15.8,2
10569830-7e24-4987-ab9e-d94ca44148fb,North Jenniferfort,2,Low,2158,0,38.15,64.0,24.8,11
b8a0ac44-d98f-41e2-b79b-52e47eb2d869,East Thomasfort,5,Medium,910,1,34.13,75.0,18.0,1
fe1c9487-5d5d-4d33-ab3b-3138c2c97630,Medinaside,4,Low,1290,1,19.95,76.0,15.2,5
374ee54e-0b1e-4f1d-b5f6-6783cfe87941,Youngfort,4,Medium,2095,1,36.444,78.0,29.6,6
10900989-446c-485b-b164-f7eeb1dbf410,Gonzalesport,5,High,2636,1,36.804,66.0,29.1,7
2a0fd474-2d7e-4d2d-b8f7-14dc5ccd3777,New Melinda,2,Medium,2881,1,37.692,66.0,22.7,6
e3041f7d-8d2d-4ccb-909f-dba99adfcd4a,New Jennifer,2,Low,2196,0,27.28,77.0,16.3,12
9ab7167c-ce56-42af-9f8b-c34177f7353c,Rodriguezville,2,Low,2972,0,44.77,62.0,34.5,3
388c45a8-1e8c-44a0-9b4b-75ea3f93d5d4,East Melanie,1,High,2541,1,17.03,69.0,18.0,4
f115fdf1-608f-42f3-aad6-5f4295674b33,West Kevin,5,Medium,1693,0,50.147999999999996,77.0,24.8,8
2b64e257-7725-4395-93c0-594ed42b24ce,Gibsonberg,2,Medium,2675,0,31.11,71.0,20.4,12
e05ce64a-1ec8-4f45-a42c-110d086e3754,East Samuel,4,Low,2749,0,19.95,64.0,17.6,5
80cf24b0-4189-4b88-a6ea-f331000afefe,Millerborough,3,Low,2393,0,32.16,65.0,25.3,7
a8b13946-b3e5-48f5-b8ae-39773968069b,Michaelville,3,High,1211,0,27.89,72.0,18.9,10
13956368-13af-470a-b21b-70c9f3f68a99,Brendaberg,2,Medium,2222,0,46.056000000000004,62.0,22.2,7
1f03bb75-5b80-41e4-a77b-95e1dbe1d897,North Nathanside,3,Medium,2476,1,36.25,65.0,27.1,3
8796ac79-79ef-428e-8067-2a1557077573,North Bridgetport,3,Medium,1986,1,33.708,68.0,22.7,7
192e03a0-db98-480b-8cf4-ce442213bda0,Heidiburgh,1,Medium,2446,0,22.27,62.0,25.4,11
e0dfb57f-f086-4b7f-b1ba-7216afde8ed1,Port Kevinhaven,4,Low,1888,0,42.09,61.0,19.6,9
b8e81000-7838-4aa6-aac7-8d55f983416d,Kathyburgh,4,Low,2039,0,21.81,76.0,28.9,5
6679f123-3017-4130-a1e2-06d27999b73f,Mathishaven,1,Medium,1402,1,21.36,76.0,27.7,5
eb7ae793-bd19-410a-87ef-64aab6da393b,Janehaven,1,Medium,2737,0,27.74,70.0,28.9,11
d8fd6546-1289-4411-8c37-1f5f076de3d8,Gibbsville,3,Medium,825,1,37.11,67.0,21.8,4
8deeb71f-39df-4158-9a71-3e79e1ebfbf0,West Jeffreyburgh,5,High,1383,1,16.99,61.0,33.8,9
fcc4e761-0ca2-42aa-af2d-d7307803a3e1,Port Suemouth,3,Low,1867,0,27.983999999999998,76.0,27.5,8
2308af72-9729-446a-9cef-e55ee99d13b1,Quinnmouth,1,Low,1913,0,34.36,68.0,17.5,11
de9473d6-dbd4-49f1-924b-ad48bcb4d36c,Brooksborough,4,High,1956,1,29.93,79.0,34.5,9
7d22fb95-39d5-4031-ab14-a3199621910e,New Melissa,3,Medium,1984,1,54.624,72.0,26.4,8
70aed114-ac79-49c9-acd1-b304b3e4c95e,Matthewland,5,Medium,2567,1,49.644,63.0,29.0,8
6ec86b7e-7b8f-4ee6-b8c5-fc16d60812d7,Pagefurt,3,Medium,1179,0,51.876,63.0,22.4,8
ce3da7a0-2ffa-4e6e-8d52-62b195d4ab69,South Theresaton,2,Medium,2084,0,36.04,67.0,23.8,11
f8760341-a066-4851-a0ae-57612a0bcbb2,East Andrew,3,Low,2206,0,32.1,68.0,29.6,12
0a9a56ce-3011-4448-a6f7-deded61bab35,Johnview,1,Medium,1168,0,48.12,62.0,32.3,8
343c412b-2240-4591-b71c-3752fc8b7a75,Port Rebeccaport,4,High,1900,0,27.69,66.0,34.2,1
1e640019-5b2b-492a-b232-b30cc8140090,Theodorehaven,4,Medium,1836,0,36.07,77.0,34.8,10
d093cef9-d774-459c-b8ea-583ec901bf1a,Port Alexander,1,Medium,2744,0,38.45,72.0,26.9,12
d14690ed-f98f-4c72-8063-1f4193895267,Port Wayneside,2,Low,2393,0,29.53,61.0,16.7,5
bb2e394e-2d32-400f-9246-e6b4f422f22a,Jacksonside,1,Low,2721,1,36.71,73.0,26.6,10
027b3fa0-04a3-466f-b4a4-9bc4bb654dfb,Jonesmouth,3,Low,824,0,47.412,73.0,19.1,8
46f8d545-4e5c-42ae-b62f-00faab5007f5,East Deborahborough,1,Low,1345,0,41.77,76.0,28.0,9
76d072f5-8198-411f-b66d-48c8a03cc1ea,New Jessicamouth,1,High,1963,1,22.79,61.0,21.7,2
1f11c0df-d690-4b84-8340-2bfac037871a,Jasonberg,2,Medium,1074,1,26.03,78.0,25.4,9
c0d1dfb4-e067-4c7c-9aa5-2ec926b21928,East Wanda,3,Medium,1952,0,37.32,69.0,28.2,4
cead89c2-5f28-49fa-acaa-f8292df3ebc9,West Nicoleberg,5,Medium,2146,0,34.007999999999996,78.0,33.2,8
085ffe83-e6bb-484b-96b5-9a4f5ec0553d,Warrenside,5,Low,2256,1,27.179999999999996,78.0,30.9,7
3fea9819-1a60-48a3-ac75-223c63d64bfe,South David,4,High,2670,1,19.68,72.0,15.4,9
8431b0a0-3ede-481c-8999-329d1a11e35e,West Angela,1,Low,2071,0,26.844,75.0,18.1,7
b06e7686-7cde-49ea-9ca8-31a94d61e95f,Jaketown,4,Low,910,0,40.86,79.0,32.4,9
00f6a363-3672-431f-8e80-dbfbd8129f96,Colemanville,2,Medium,2555,1,47.69,71.0,29.9,5
fd5fb47a-fdeb-4680-b7d5-e8a211d5c6d1,Christopherfort,5,High,1507,0,17.3,63.0,18.0,3
28d1b3a8-3ce6-40cb-959a-f4adf3cdc204,Josephfurt,1,High,2994,1,27.81,71.0,26.8,2
699d7a83-1625-4e2c-81f5-fc531c613c93,Hendersonview,2,Low,2167,0,43.69,72.0,26.8,3
da17c1a1-1111-4643-b4b6-353e8018a13e,West Donfurt,2,High,2328,1,22.52,61.0,30.5,2
c6563600-0c7a-4829-bbb1-fcef07c4e201,Deanfurt,1,Low,1351,0,55.188,,31.3,8
dcdb616e-83ec-478d-996f-9d117c1bbcae,Gregoryside,2,Low,933,0,19.42,68.0,28.5,10
44c901e3-3723-4d12-8a35-5e2c598ffe37,West Brentberg,1,High,2813,1,27.14,77.0,29.3,2
ff6b0e12-5890-4318-ae87-e85369bb309d,Port Lauraton,1,High,1986,1,23.892,75.0,28.3,8
70c4488e-bbcb-4853-9e82-8fbb72aca702,Kennedyfort,3,Medium,1884,0,46.84,73.0,18.0,5
8b34431c-890c-41ca-a145-862767154ef2,New John,4,Medium,1828,0,43.27,60.0,28.7,1
01efe694-7d80-4199-b8b1-c432a1b7809c,New Karenfurt,2,High,1860,1,29.32,73.0,24.4,5
2b5c5c42-52b8-4abe-b344-77936b38d190,South Taylor,2,Medium,2560,0,52.464,66.0,34.6,7
d0e39a3e-eccc-47d7-85be-b4bfe861b5d0,Brownfurt,3,High,2822,1,21.599999999999998,65.0,29.2,8
3d803300-11db-4234-88a3-3e1a251e75a8,Deborahborough,3,Medium,2551,0,28.128,79.0,22.5,7
06ac3fb1-e667-4245-bfe7-1e6d69d08027,Amyberg,3,High,2986,1,16.31,63.0,33.2,2
5a949c12-f068-44ff-9b71-3ede2755bf22,Garciachester,5,High,1395,1,15.62,70.0,19.6,12
6e339ebd-410c-4c18-b272-530aa7490c78,East Brenda,5,Low,810,1,44.93,65.0,24.3,1
075429b4-f951-4cdb-9e4f-d86b0a0fd5bb,Lake Joel,5,High,2521,1,33.828,66.0,16.3,7
2b72c363-02f6-4fee-8bf0-475454504528,Kingmouth,1,Medium,1964,0,40.04,,27.6,9
ac35e9bd-5069-4938-a006-8768ce4e51d0,Lake Annechester,2,Low,1417,1,46.163999999999994,66.0,26.2,7
5785b649-9a99-4b61-9208-2dd80b99bf82,Browntown,4,Medium,1564,0,57.108000000000004,72.0,25.1,8
2e093244-da66-4052-a537-7a1fc7781033,South David,1,Low,848,0,43.21,69.0,19.1,5
8cf2d9ff-fa7c-480b-8d44-d975ec774dc2,Abbottmouth,2,Medium,1250,1,57.864,65.0,24.9,6
e598cd23-ef30-4d66-9a4b-c53e3b20babb,South Heatherchester,2,High,2598,1,19.06,62.0,24.2,10
6b0e0af5-db21-490a-9578-03a90a8e5e7e,Jeffreyborough,3,Low,1290,0,25.9,60.0,15.4,4
91ad010d-c34b-4ae0-8f2a-ae2152ecc8d2,South Samuel,3,Medium,2692,0,57.504,75.0,18.2,7
27ce099c-894a-4133-96a9-7e426fff3fb1,Randallland,1,High,2232,1,34.212,61.0,33.0,7
ffc2306d-c7f6-452d-8615-efd1e9f4d127,Gonzalezmouth,3,Medium,1874,1,33.492,76.0,30.8,8
9a472db3-a8e3-482a-be20-a5717a1dc40d,East Kelly,2,Low,2084,1,48.48,79.0,17.4,1
dd13f9ce-03e8-4d78-8b8d-d94cbc7ec588,Lake Carlosbury,3,Medium,2557,0,55.308,73.0,34.5,6
b01e9b1f-4caa-4a7b-9adb-7380afa8b281,Charlesside,5,Medium,1022,0,21.03,69.0,24.3,11
fd977661-bc14-4b27-a89e-d565470cf99e,West Jennifershire,3,Medium,1068,0,43.26,68.0,30.0,5
52aa93d0-73de-4761-be3d-a2c5135627ef,Hollandville,2,High,1700,0,18.072,71.0,25.8,7
ba95f768-4d59-4e73-a31d-8140d4135d96,Johnnyport,1,Medium,1718,1,25.92,70.0,30.3,9
61902f06-de1f-44ad-b81c-150258355d69,West Annefurt,4,High,1184,1,26.52,75.0,28.2,9
ffff0d08-715d-4728-81c0-77a3aaf41fc0,Williamland,3,Medium,2409,0,47.79,63.0,16.3,3
7b205514-7526-4bbf-b227-6e88dd61855e,Mitchellland,2,Low,1425,0,49.992,70.0,33.3,8
62415321-3c39-4dc9-a2ea-50c8af1ddaaa,Smithbury,4,Medium,2023,0,43.12,72.0,30.4,4
5a791ea3-98c1-4fa5-be9f-f64208aeb3fa,West Kenneth,4,Medium,2707,0,23.68,,19.4,5
4e27d50c-006e-4418-84b4-ba7afe3eeb4a,Loritown,5,Medium,2162,0,40.15,76.0,19.5,3
615cc7d6-8c70-46c3-be76-3e1222e34292,Carrbury,4,Low,2514,0,27.19,70.0,28.7,9
6c468e17-89ab-4509-a5b8-4eff00c1a67a,Littlemouth,2,Low,2575,0,22.41,63.0,29.0,5
58a6afe1-5155-45ca-9589-753321656699,Janiceshire,2,Low,2068,0,44.568,79.0,16.7,7
1e729cb5-6fcc-49b1-aa7e-6cdc9f879445,West James,3,Low,1641,1,41.36,71.0,33.1,1
995dcd21-66fb-4f42-9c27-5d2a4cc2c190,Lake Kelseyland,3,Medium,2452,0,36.17,71.0,29.9,3
ff13a69e-3602-4b6d-b037-2a6a56a84e6b,Lake Penny,3,Low,2031,0,47.7,78.0,34.7,2
911eb08f-1583-4ac6-987d-9c6319ad1ebb,Barronberg,4,Medium,2547,0,40.79,79.0,23.7,10
5bf73f5e-4756-4810-aba7-fb256c4348ac,North Kimville,4,Low,2082,0,24.13,77.0,16.7,10
0c2076cf-983f-43c4-b637-0cdc93fc5db5,Lozanoville,5,Low,1537,1,48.7,69.0,33.1,10
627c9b54-9cb9-4a0d-b8b7-2e5dd5c71e11,Lake Elizabethmouth,3,Medium,1140,1,29.412,66.0,31.3,8
fc223f58-0fb2-4b4e-a500-fa52763f9b99,Tiffanyfort,1,Low,2751,0,52.32,78.0,15.0,8
155cce4a-6e81-473c-b034-b824cd5dc0c3,West Anna,5,High,2581,1,28.73,65.0,25.6,2
e38748ea-5652-46f3-81c4-57d41e28e203,Tylerbury,1,Low,1329,0,59.268,78.0,15.1,8
74301f74-a01e-4e36-b2bf-9f4ccc5c0f6c,Lisastad,4,Medium,833,0,35.532,79.0,22.0,6
147854b3-59d0-4ee4-962a-3b4aa812ab80,Chadbury,5,High,1122,0,18.38,77.0,32.4,10
10222e14-a84f-4483-bdf4-74f8e142267b,East Nicole,5,Medium,2004,0,33.84,71.0,28.5,5
3b784a5e-7601-4ca2-a773-77030dc4bf98,North Josetown,2,Low,2786,0,22.76,70.0,32.0,3
c209a059-3dc0-487e-a358-8b2747a510f1,South Matthewton,4,Medium,1146,0,34.71,74.0,26.1,4
014e6a22-1af7-4c32-ac2a-285eaf413420,Marshallside,4,Medium,2529,0,25.01,64.0,30.5,3
13a1ec04-9660-4afa-8239-c9d4c4f4b499,Lake Timothyview,5,High,2015,1,28.21,69.0,24.7,5
a7cf8994-5cda-4f3b-9467-88752c35e0e7,Larsonfurt,4,High,2402,1,28.98,77.0,25.1,11
c7700011-20fa-4192-bc93-cc327686a031,Valdezside,5,Low,2502,0,44.78,74.0,27.0,10
bc5fea58-a1ae-442c-82f5-2c455e0c4fe5,Port Linda,2,High,1044,1,17.52,72.0,17.8,10
752b5f06-455b-43f2-8d5b-8cf73d89e1a7,New Michael,5,Low,2631,0,20.01,61.0,27.9,5
471b46d4-e3ae-47b5-a906-15d13ae84933,South Daniel,4,Low,932,1,20.97,,32.1,12
07898df4-64a5-406e-b734-edf4fa3bb470,New Ashleyview,4,High,2170,1,15.97,77.0,18.2,10
36679421-b3bb-4d5d-a1eb-dba1517695b6,Mortonmouth,5,Low,2896,0,40.05,62.0,22.5,4
d45039ff-ff47-4599-b2f9-dadee4e8d4c4,West Patrick,5,Low,1887,0,44.65,75.0,33.4,2
4e66f4ed-1491-4ef9-86d4-3b7ddcb183f0,East Amber,5,Low,2447,0,37.95,61.0,21.2,5
56f32bed-53a2-44ba-8988-f7d68a66d2bb,South Kaitlyn,3,Medium,2691,0,47.92,68.0,32.5,9
56bdd186-dc44-44f9-91b7-8ef2d6b46225,Levybury,4,Medium,2520,0,34.44,69.0,27.8,1
5f99d801-3f49-46d2-b154-96ef44e005a1,Lake Jenniferside,4,Medium,1927,0,37.8,64.0,31.9,4
57c91564-a676-4f37-a998-8ff036d63c0c,Lake Amandahaven,3,Low,2340,0,27.9,72.0,17.9,5
95b7eef3-94a8-4e58-b5fa-a10e56d56522,Jacksontown,5,Medium,918,1,30.09,66.0,30.7,9
e4c5e17c-eacc-4663-97bb-0f60538a5568,West Jared,2,High,1694,1,16.7,61.0,15.6,12
8826920d-53e6-43e0-9409-d3614bef402a,West Ross,5,High,2065,0,25.52,69.0,22.9,2
cad709f5-672c-4c0a-bcca-7246f9997f6e,Anthonyfurt,5,Low,1162,0,30.11,66.0,20.6,10
9190cdcb-8baa-42d7-b69a-9b9f6e7fa766,Moorefurt,3,High,2573,1,16.37,64.0,27.8,11
08fab2a0-b9af-4a75-b637-4204e2a51c9a,Port Davidfurt,4,Medium,2540,1,35.772,65.0,30.3,7
7ae7fbda-81bc-48f7-b87d-35f3f1df3f00,Smithchester,5,Low,1113,0,21.18,68.0,21.9,1
0a00811c-138c-4642-8e4d-6d1179c9e467,West Keithstad,4,Low,2336,1,44.699999999999996,67.0,31.7,8
43d15dbe-a245-49e9-bc44-e444d8270b62,South Melindabury,1,Low,2506,1,29.39,77.0,26.0,2
8be895d0-ef86-4a3c-80ce-fcdaaa050b73,North Richardmouth,4,Medium,1886,0,30.62,60.0,30.1,1
68fcd004-867c-4d5d-abe0-9ef31e4322d7,Mitchellhaven,2,Low,1071,0,37.98,74.0,29.5,4
17120086-c9e6-47b2-9056-ca235a72c2ec,Jefferyfurt,2,Medium,1860,0,37.1,76.0,17.8,9
7bd38d26-3fe3-40db-8119-dee290ae88aa,North Joannamouth,5,Low,2589,0,38.54,77.0,29.6,4
21604c3a-01b3-4ed3-9be9-3ddee193721f,Houstonstad,4,High,1789,1,28.63,79.0,31.5,5
34c3971b-bbb0-4190-9df6-5f51f0a391c7,Danielberg,5,Low,1704,0,36.0,77.0,15.7,11
6e9bafda-9101-4a3d-86b1-4a07d1e1f858,Sarahaven,3,High,1543,1,24.06,,18.2,2
d754edc7-ebd9-4781-a3a6-783a45e8e2d7,Sandersfort,2,High,1710,0,20.64,66.0,25.4,10
a2c19f88-e925-49ae-9d50-dd709c4ce9c8,South Rebecca,5,Low,2685,1,35.36,64.0,16.2,10
c811b950-32e2-4979-bc7d-4cfef60d4b28,Howardville,3,Medium,2545,0,49.68,73.0,22.3,12
dbd94cf9-e2af-4b88-960c-924d7d16ba0b,Lake Jesse,5,Low,2923,0,24.93,62.0,31.8,2
9487b399-972b-4a59-a48a-17edcb70d2c7,Morrismouth,4,High,1046,1,25.27,72.0,17.0,9
85aee439-b059-4391-950e-5c211f2c2b4d,New Jamesburgh,4,Medium,2651,0,33.66,63.0,17.8,12
35509eec-7fa8-4897-a17f-a38071755e7f,New Derek,4,Low,1375,0,55.62,76.0,17.4,6
2c4c6fac-1715-4488-aaa8-07a91c04d78e,Goodmanburgh,4,Low,2415,0,37.775999999999996,60.0,25.9,6
e5b68271-cf1d-4fdf-9ed4-b4a885a892ca,New Karen,1,Low,2005,1,35.268,72.0,21.1,8
00bebc01-6aab-43d7-a690-a29f3eb284d9,Port Elizabeth,3,High,1783,1,16.43,67.0,31.3,3
cae1ad8d-abbb-4da8-9af6-6211bd677adc,East Patrickshire,3,Medium,1723,1,45.75,65.0,26.6,11
b83b6d48-3b02-49bb-a646-0d8fa707049b,West Gregoryfort,4,High,1091,1,24.936,,28.4,6
e809c00d-cf16-4cc6-b664-9b8bd3fc2723,Murphyview,1,Low,2901,0,22.17,68.0,21.2,11
5a9b13e5-2238-44dd-bc72-8406d33a4572,East Samanthaland,4,Low,2179,0,49.85999999999999,71.0,24.8,7
352649df-ebab-4b3a-a98c-bde3e380fa5b,Sarashire,1,High,821,1,20.01,60.0,22.4,1
f75280e8-2c5c-42e5-87ff-45ebc722be9c,East Anthonyhaven,4,Low,2115,0,26.25,74.0,24.9,1
39e9bd8b-98cf-4a1a-bd1b-7e48a61ffbc3,Port Jeffrey,2,High,1852,1,20.291999999999998,66.0,28.8,6
edf08016-2d6c-404e-9371-a938ed29c569,East Nicholas,2,Low,2761,1,42.516,76.0,24.0,6
de9df691-9e2d-45c0-a0f1-5219de17c582,Quinnfort,5,Low,1709,0,55.908,71.0,16.3,8
2d2c6d03-c62d-42a0-a5de-066b60b4964c,North Heidi,4,Medium,1329,0,38.54,73.0,22.4,2
79d60b93-8834-42cf-bacf-89e6e1a69fb7,East Theresa,3,High,900,1,26.43,72.0,32.8,9
